"Марка","Модель","Год выпуска","Тип кузова","Объём двигателя","Пробег","Цена","Город","Дата публикации","Ссылка на объявление"
Lexus,"LX 570",2019,"Внедорожник","5.7 (бензин)","70 000 км","47 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/190518521
BMW,M760,2017,Седан,"6.6 (бензин)","62 000 км","47 000 000 ₸","Алматы",2025-07-02T19:23:23+05:00,https://kolesa.kz/a/show/179116445
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"23 000 000 ₸","Алматы",2025-07-03T13:46:18+05:00,https://kolesa.kz/a/show/191853949
Audi,Q7,2023,"Кроссовер","3 (бензин)","5 км","48 564 090 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184056344
Mercedes-Benz,"S 500",2013,Седан,"4.7 (бензин)","100 000 км","23 000 000 ₸","Алматы",2025-07-02T19:22:17+05:00,https://kolesa.kz/a/show/191721390
Kia,Sorento,2025,"Кроссовер","2.5 (бензин)","30 км","23 000 000 ₸","Алматы",2025-07-03T13:27:05+05:00,https://kolesa.kz/a/show/193157848
Li,L7,2024,"Кроссовер","1.5 (гибрид)","10 км","23 000 000 ₸","Алматы",2025-07-03T12:17:17+05:00,https://kolesa.kz/a/show/183053611
Lexus,"RC 350",2015,"Купе","3.5 (бензин)","130 000 км","23 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/193033303
BMW,540,2021,Седан,"3 (бензин)","48 000 км","48 888 888 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/187752238
Audi,A6,2024,Седан,"2 (бензин)","5 км","49 958 600 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/187963675
Mercedes-Benz,,2023,"Кроссовер","2 (гибрид)","5 000 км","47 000 000 ₸","Алматы",2025-07-03T00:35:40+05:00,https://kolesa.kz/a/show/181642110
Lexus,"LX 570",2019,"Внедорожник","5.7 (бензин)",,"50 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/187047634
Toyota,"Land Cruiser",2012,"Внедорожник","4.6 (бензин)","200 000 км","23 000 000 ₸","Алматы",2025-07-03T12:26:19+05:00,https://kolesa.kz/a/show/193151514
Lexus,"RX 300",2018,"Кроссовер","2 (бензин)","68 000 км","20 500 000 ₸","Алматы",2025-07-03T11:10:17+05:00,https://kolesa.kz/a/show/191844337
BYD,"FangChengBao Leopard 5",2023,"Внедорожник","1.5 (гибрид)",,"20 500 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/192145379
Lexus,"ES 250",2022,Седан,"2.5 (бензин)","50 000 км","23 000 000 ₸","Алматы",2025-07-02T18:42:25+05:00,https://kolesa.kz/a/show/193096500
"Land Rover",Defender,2021,"Внедорожник","3 (бензин)","42 000 км","49 900 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/175100114
BMW,X7,2022,"Кроссовер","3 (бензин)","36 000 км","48 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/191726820
BMW,X7,2021,"Кроссовер","3 (бензин)","29 000 км","49 000 000 ₸","Алматы",2025-07-02T22:32:14+05:00,https://kolesa.kz/a/show/150812628
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","250 000 км","23 000 000 ₸","Алматы",2025-07-02T21:40:05+05:00,https://kolesa.kz/a/show/189831330
EXEED,VX,2024,"Кроссовер","2 (бензин)","18 000 км","23 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/190605899
Toyota,"Land Cruiser",2022,"Внедорожник","3.5 (бензин)","69 000 км","47 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/192951775
Porsche,Taycan,2021,Седан,,"12 300 км","48 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193159385
Porsche,Cayenne,2012,"Кроссовер","4.8 (бензин)","72 000 км","20 500 000 ₸","Алматы",2025-07-02T17:45:54+05:00,https://kolesa.kz/a/show/184527429
BMW,X7,2021,"Кроссовер","3 (бензин)","37 000 км","48 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190023889
Mercedes-Benz,"CLS 400",2015,Седан,"3 (бензин)","50 000 км","20 500 000 ₸","Алматы",2025-07-02T11:38:22+05:00,https://kolesa.kz/a/show/188798987
Toyota,"Land Cruiser",2021,"Внедорожник","3.5 (бензин)","125 000 км","50 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/185772466
BMW,X5,2017,"Кроссовер","3 (бензин)","125 000 км","20 500 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192988530
"Land Rover","Range Rover",2018,"Внедорожник","3 (бензин)","96 000 км","47 000 000 ₸","Алматы",2025-07-04T15:48:21+05:00,https://kolesa.kz/a/show/165708536
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","15 000 км","20 490 000 ₸","Алматы",2025-07-02T16:16:41+05:00,https://kolesa.kz/a/show/193083904
Hyundai,Palisade,2022,"Кроссовер","3.5 (бензин)","85 000 км","20 500 000 ₸","Алматы",2025-07-03T09:13:00+05:00,https://kolesa.kz/a/show/166947007
Lexus,"RZ 450e",2023,"Кроссовер",,"14 300 км","23 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192693032
BMW,540,2017,Седан,"3 (бензин)","120 000 км","20 500 000 ₸","Алматы",2025-07-01T20:14:19+05:00,https://kolesa.kz/a/show/172943871
Lexus,"RX 450h",2022,"Кроссовер","3.5 (гибрид)","480 км","48 000 000 ₸","Алматы",2025-07-02T20:13:04+05:00,https://kolesa.kz/a/show/153933590
Toyota,Camry,2024,Седан,"2.5 (бензин)","8 500 км","23 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/191734743
Hyundai,H-1,2021,"Минивэн","2.4 (бензин)","83 000 км","20 500 000 ₸","Алматы",2025-07-02T19:09:52+05:00,https://kolesa.kz/a/show/189181680
"Land Rover","Range Rover",2018,"Внедорожник","3 (бензин)","60 000 км","48 000 000 ₸","Алматы",2025-07-06T01:02:19+05:00,https://kolesa.kz/a/show/187042402
BMW,X5,2023,"Кроссовер","3 (бензин)","26 000 км","49 999 999 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193275239
"Land Rover","Range Rover",2018,"Внедорожник","5 (бензин)","78 000 км","45 990 000 ₸","Алматы",2025-07-02T11:56:36+05:00,https://kolesa.kz/a/show/161661975
BMW,X6,2020,"Кроссовер","3 (бензин)","21 500 км","42 000 000 ₸","Алматы",2025-07-01T00:06:19+05:00,https://kolesa.kz/a/show/176669220
Toyota,"Land Cruiser Prado",2025,"Внедорожник","2.4 (бензин)",,"48 790 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192175705
Ford,F-Series,2021,"Пикап","3.5 (бензин)","68 000 км","48 000 000 ₸","Алматы",2025-07-07T10:19:11+05:00,https://kolesa.kz/a/show/182306672
Jaguar,F-Type,2021,"Купе","5 (бензин)","14 000 км","50 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184400914
BMW,M5,2018,Седан,"4.4 (бензин)","56 000 км","50 000 000 ₸","Алматы",2025-07-07T13:23:18+05:00,https://kolesa.kz/a/show/191152810
Mitsubishi,L200,2024,"Пикап","2.4 (дизель)","23 км","20 500 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/188922521
Toyota,"Land Cruiser Prado",2025,"Внедорожник","2.4 (бензин)",,"48 790 000 ₸","Алматы",2025-07-02T23:50:17+05:00,https://kolesa.kz/a/show/185698865
Volkswagen,Arteon,2022,"Лифтбек","2 (бензин)","54 000 км","22 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/188773633
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","20 000 км","22 000 000 ₸","Алматы",2025-07-03T15:07:39+05:00,https://kolesa.kz/a/show/191259535
Lexus,"LX 570",2019,"Внедорожник","5.7 (бензин)","110 000 км","48 000 000 ₸","Алматы",2025-07-06T14:07:17+05:00,https://kolesa.kz/a/show/187287098
Genesis,GV80,2025,"Кроссовер","2.5 (бензин)",,"49 540 000 ₸","Алматы",2025-07-07T10:05:21+05:00,https://kolesa.kz/a/show/189993143
Hyundai,Staria,2021,"Минивэн","3.5 (газ)","40 700 км","20 500 000 ₸","Алматы",2025-07-02T11:19:11+05:00,https://kolesa.kz/a/show/189115844
BMW,M5,2018,Седан,"4.4 (бензин)","56 000 км","50 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190631867
Mercedes-Benz,"GLE Coupe 53 AMG",2021,"Кроссовер","3 (бензин)","75 000 км","48 000 000 ₸","Алматы",2025-07-04T22:35:16+05:00,https://kolesa.kz/a/show/191353989
Genesis,G70,2022,Седан,"2 (бензин)","30 000 км","25 000 000 ₸","Алматы",2025-07-06T14:32:37+05:00,https://kolesa.kz/a/show/171191672
Toyota,"Land Cruiser",2022,"Внедорожник","3.5 (бензин)","98 000 км","48 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/188999517
BYD,"FangChengBao Leopard 5",2023,"Внедорожник","1.5 (гибрид)","21 км","20 500 000 ₸","Алматы",2025-07-01T15:59:40+05:00,https://kolesa.kz/a/show/190881444
Toyota,Fortuner,2023,"Внедорожник","2.7 (бензин)","42 700 км","22 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193124190
Toyota,Camry,2024,Седан,"2.5 (бензин)","28 700 км","22 500 000 ₸","Алматы",2025-07-03T15:16:35+05:00,https://kolesa.kz/a/show/190515882
Toyota,"Land Cruiser Prado",2025,"Внедорожник","2.4 (бензин)",,"48 790 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/186663238
BMW,X5,2023,"Кроссовер","3 (бензин)","31 000 км","48 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191098146
Mercedes-Benz,"G 63 AMG",2014,"Внедорожник","5.5 (бензин)",,"48 000 000 ₸","Алматы",2025-07-02T08:50:22+05:00,https://kolesa.kz/a/show/193048310
Mercedes-Maybach,"S 650",2019,Седан,"6 (бензин)","62 000 км","48 000 000 ₸","Алматы",2025-07-03T10:41:03+05:00,https://kolesa.kz/a/show/192015696
BMW,M760,2017,Седан,"6.6 (бензин)","155 722 км","25 000 000 ₸","Алматы",2025-07-06T16:10:49+05:00,https://kolesa.kz/a/show/193321097
Mercedes-Benz,"S 63 AMG",2014,Седан,"5.5 (бензин)","67 000 км","42 000 000 ₸","Алматы",2025-06-30T23:59:59+05:00,https://kolesa.kz/a/show/192212040
Lexus,"LX 570",2018,"Внедорожник","5.7 (бензин)",,"48 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/192097032
GMC,Yukon,2022,"Внедорожник","6.2 (бензин)","57 000 км","49 900 000 ₸","Алматы",2025-07-07T09:13:14+05:00,https://kolesa.kz/a/show/189361894
Mercedes-Benz,"S 560",2019,Седан,"4 (бензин)","124 000 км","45 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/175314768
Mercedes-Benz,EQC,2021,"Кроссовер",,"18 500 км","25 000 000 ₸","Алматы",2025-07-06T08:40:00+05:00,https://kolesa.kz/a/show/187822414
Mercedes-Benz,"S 63 AMG",2017,Седан,"4 (бензин)","83 000 км","50 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/186311909
Mercedes-Benz,"GLE 450",2022,"Кроссовер","3 (бензин)","28 200 км","49 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191079976
Mercedes-Benz,"GLS 500",2019,"Внедорожник","4.7 (бензин)","70 000 км","50 000 000 ₸","Алматы",2025-07-07T00:17:37+05:00,https://kolesa.kz/a/show/193425170
HiPhi,Y,2023,"Кроссовер",,"50 км","25 990 000 ₸","Алматы",2025-07-01T14:30:23+05:00,https://kolesa.kz/a/show/174122294
BMW,X7,2021,"Кроссовер","3 (бензин)","60 000 км","48 000 000 ₸","Алматы",2025-07-03T00:22:35+05:00,https://kolesa.kz/a/show/184350390
BMW,850,2019,Седан,"4.4 (бензин)","33 000 км","50 000 000 ₸","Алматы",2025-07-06T15:54:18+05:00,https://kolesa.kz/a/show/189583174
Porsche,Taycan,2021,Седан,,"37 000 км","48 000 000 ₸","Алматы",2025-07-03T13:00:37+05:00,https://kolesa.kz/a/show/177888635
Mercedes-Benz,EQC,2022,"Кроссовер",,"29 000 км","22 500 000 ₸","Алматы",2025-07-02T17:05:18+05:00,https://kolesa.kz/a/show/191261025
Li,L6,2025,"Кроссовер","1.5 (гибрид)","100 км","22 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193050297
Porsche,Cayman,2018,"Купе","2.5 (бензин)","25 000 км","48 000 000 ₸","Алматы",2025-07-01T17:51:18+05:00,https://kolesa.kz/a/show/156170815
BMW,M5,2019,Седан,"4.4 (бензин)","65 000 км","48 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/190712043
Toyota,"Land Cruiser",2012,"Внедорожник","4 (газ-бензин)","190 000 км","22 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/193074299
Mercedes-Benz,"G 63 AMG",2016,"Внедорожник","5.5 (бензин)","63 000 км","48 000 000 ₸","Алматы",2025-07-02T10:30:03+05:00,https://kolesa.kz/a/show/191372024
Mercedes-Benz,"GLC 300",2021,"Кроссовер","2 (бензин)","77 000 км","22 500 000 ₸","Алматы",2025-07-03T18:20:22+05:00,https://kolesa.kz/a/show/180233702
Mercedes-Benz,"E 400",2016,Седан,"3 (бензин)","98 500 км","22 500 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/188407179
Hyundai,Sonata,2025,Седан,"2.5 (бензин)",,"25 000 000 ₸","Алматы",2025-07-06T03:09:06+05:00,https://kolesa.kz/a/show/193359922
Toyota,"Land Cruiser Prado",2019,"Внедорожник","2.7 (бензин)","130 000 км","22 500 000 ₸","Алматы",2025-07-03T08:30:24+05:00,https://kolesa.kz/a/show/174583196
Volkswagen,Tiguan,2021,"Кроссовер","2 (бензин)","77 000 км","22 000 000 ₸","Алматы",2025-07-03T16:09:42+05:00,https://kolesa.kz/a/show/193170687
Mercedes-Benz,"G 350",2011,"Внедорожник","3 (дизель)","240 000 км","25 000 000 ₸","Алматы",2025-07-05T23:43:57+05:00,https://kolesa.kz/a/show/190264884
Li,L7,2025,"Кроссовер","1.5 (гибрид)","50 км","22 500 000 ₸","Алматы",2025-07-03T19:21:36+05:00,https://kolesa.kz/a/show/193185376
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)","225 000 км","22 500 000 ₸","Алматы",2025-07-02T23:03:06+05:00,https://kolesa.kz/a/show/171099122
Mercedes-Benz,"GLS 450",2020,"Внедорожник","3 (бензин)","71 000 км","50 000 000 ₸","Алматы",2025-07-07T16:49:00+05:00,https://kolesa.kz/a/show/192816186
"Land Rover","Range Rover",2019,"Внедорожник","5 (бензин)","30 000 км","50 000 000 ₸","Алматы",2025-07-06T14:00:26+05:00,https://kolesa.kz/a/show/174324818
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","19 000 км","22 500 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/177090292
Toyota,Highlander,2021,"Кроссовер","3.5 (бензин)","98 000 км","23 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/182490085
Mercedes-Benz,"GLS 400",2018,"Внедорожник","3 (бензин)","110 000 км","22 500 000 ₸","Алматы",2025-07-03T00:14:42+05:00,https://kolesa.kz/a/show/193124975
Lexus,"RX 200t",2019,"Кроссовер","2 (бензин)","87 000 км","22 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/183993881
Mercedes-Benz,"G 55 AMG",2008,"Внедорожник","5.5 (бензин)","285 630 км","22 500 000 ₸","Алматы",2025-07-03T01:23:53+05:00,https://kolesa.kz/a/show/193128776
Toyota,"Land Cruiser",2013,"Внедорожник","4.5 (дизель)","135 000 км","22 500 000 ₸","Алматы",2025-07-03T19:31:05+05:00,https://kolesa.kz/a/show/168202968
Li,L6,2024,"Кроссовер","1.5 (гибрид)","8 888 км","20 500 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/192337329
Mercedes-Benz,"G 63 AMG",2016,"Внедорожник","5.5 (бензин)","98 000 км","48 000 000 ₸","Алматы",2025-07-04T19:27:49+05:00,https://kolesa.kz/a/show/186980023
Mercedes-Benz,"GLS 450",2018,"Внедорожник","3 (бензин)","110 000 км","22 500 000 ₸","Алматы",2025-07-03T00:07:40+05:00,https://kolesa.kz/a/show/193124599
Toyota,"Land Cruiser",2010,"Внедорожник","4.7 (бензин)","190 000 км","22 500 000 ₸","Алматы",2025-07-03T11:12:49+05:00,https://kolesa.kz/a/show/182655970
BMW,X7,2020,"Кроссовер","4.4 (бензин)","65 000 км","45 000 000 ₸","Алматы",2025-07-07T12:17:29+05:00,https://kolesa.kz/a/show/176195028
BMW,530,2021,Седан,"2 (бензин)","60 000 км","25 000 000 ₸","Алматы",2025-07-06T16:01:15+05:00,https://kolesa.kz/a/show/184929982
Hyundai,Grandeur,2022,Седан,"3.5 (бензин)","50 000 км","25 000 000 ₸","Алматы",2025-07-06T14:10:30+05:00,https://kolesa.kz/a/show/188204570
BMW,"X3 M",2023,"Кроссовер","3 (бензин)","15 000 км","50 000 000 ₸","Алматы",2025-07-07T13:44:11+05:00,https://kolesa.kz/a/show/182159486
Genesis,G80,2024,Седан,"3.5 (бензин)",,"47 000 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/180861919
"Land Rover","Range Rover",2020,"Внедорожник","3 (бензин)","52 000 км","45 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/192425946
BMW,M5,2025,Седан,"4.4 (гибрид)",,"29 999 999 ₸","Алматы",2025-07-02T00:30:16+05:00,https://kolesa.kz/a/show/193035907
Porsche,Panamera,2020,"Лифтбек","2.9 (бензин)","40 000 км","48 800 000 ₸","Алматы",2025-07-01T22:55:40+05:00,https://kolesa.kz/a/show/175807698
Toyota,"Land Cruiser",2021,"Внедорожник","4.6 (бензин)","66 500 км","45 000 000 ₸","Алматы",2025-07-06T00:35:48+05:00,https://kolesa.kz/a/show/181589100
Lexus,"RX 350",2021,"Кроссовер","3.5 (бензин)","48 000 км","22 500 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/164120580
Mercedes-Benz,Vito,2023,"Минивэн","2 (бензин)","40 000 км","39 000 000 ₸","Алматы",2025-07-02T14:32:36+05:00,https://kolesa.kz/a/show/193075004
BMW,540,2017,Седан,"3 (бензин)","130 000 км","25 000 000 ₸","Алматы",2025-07-05T21:33:17+05:00,https://kolesa.kz/a/show/189843773
Lexus,"LX 570",2017,"Внедорожник","5.7 (бензин)",,"39 000 000 ₸","Алматы",2025-07-04T20:52:10+05:00,https://kolesa.kz/a/show/178700264
BMW,320,2023,Седан,"2 (бензин)","7 500 км","21 999 900 ₸","Алматы",2025-07-05T15:51:22+05:00,https://kolesa.kz/a/show/188057967
BMW,X6,2022,"Кроссовер","3 (бензин)","23 000 км","45 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/170802438
Lexus,"GX 460",2022,"Внедорожник","4.6 (бензин)","27 000 км","39 000 000 ₸","Алматы",2025-07-04T07:17:48+05:00,https://kolesa.kz/a/show/159018986
Ford,F-Series,2021,"Пикап","3.5 (бензин)","60 000 км","45 000 000 ₸","Алматы",2025-07-06T12:16:01+05:00,https://kolesa.kz/a/show/186542852
Mercedes-Benz,"GLE Coupe 53 AMG",2023,"Кроссовер","3 (бензин)",,"45 000 000 ₸","Алматы",2025-07-07T13:05:54+05:00,https://kolesa.kz/a/show/193450948
Toyota,"Land Cruiser Prado",2022,"Внедорожник","4 (бензин)","48 000 км","39 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/150547347
Toyota,"Land Cruiser",2019,"Внедорожник","4.6 (бензин)","90 000 км","39 000 000 ₸","Алматы",2025-07-06T13:01:20+05:00,https://kolesa.kz/a/show/190559804
Toyota,Fortuner,2022,"Внедорожник","2.4 (дизель)",,"25 000 000 ₸","Алматы",2025-07-06T12:57:46+05:00,https://kolesa.kz/a/show/161415294
BMW,X7,2021,"Кроссовер","3 (бензин)","48 000 км","45 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/192495313
Audi,A8,2018,Седан,"3 (бензин)","70 000 км","35 000 000 ₸","Алматы",2025-07-04T19:50:41+05:00,https://kolesa.kz/a/show/190847617
Tank,700,2025,"Внедорожник","3 (бензин)",,"45 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/191716177
BMW,X6,2020,"Кроссовер","3 (бензин)","29 000 км","39 000 000 ₸","Алматы",2025-07-02T00:04:00+05:00,https://kolesa.kz/a/show/182195036
BMW,540,2018,Седан,"3 (бензин)","89 000 км","25 000 000 ₸","Алматы",2025-07-06T14:21:05+05:00,https://kolesa.kz/a/show/193384101
Lexus,"LX 570",2016,"Внедорожник","5.7 (бензин)","112 000 км","39 000 000 ₸","Алматы",2025-07-05T19:09:20+05:00,https://kolesa.kz/a/show/187332377
"Land Rover","Range Rover",2018,"Внедорожник","4.4 (дизель)","130 000 км","39 000 000 ₸","Алматы",2025-07-05T10:03:39+05:00,https://kolesa.kz/a/show/177880906
Mercedes-Benz,"GLS 450",2016,"Внедорожник","3 (бензин)","120 000 км","25 000 000 ₸","Алматы",2025-07-06T12:13:13+05:00,https://kolesa.kz/a/show/193374950
BMW,M5,2007,Седан,"5 (бензин)","110 000 км","25 000 000 ₸","Алматы",2025-07-05T22:48:58+05:00,https://kolesa.kz/a/show/184036741
Lexus,"RX 350",2021,"Кроссовер","3.5 (бензин)","53 000 км","22 500 000 ₸","Алматы",2025-07-02T17:09:17+05:00,https://kolesa.kz/a/show/191216492
Porsche,Taycan,2021,Седан,,"21 854 км","39 000 000 ₸","Алматы",2025-07-06T11:40:25+05:00,https://kolesa.kz/a/show/184364676
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)","180 000 км","25 000 000 ₸","Алматы",2025-07-05T17:16:18+05:00,https://kolesa.kz/a/show/184338416
BMW,X5,2022,"Кроссовер","3 (дизель)","55 000 км","45 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/190623628
Porsche,911,2015,"Купе","3 (бензин)","42 000 км","47 900 000 ₸","Алматы",2025-07-03T13:05:09+05:00,https://kolesa.kz/a/show/177515698
BMW,M6,2013,"Купе","4.4 (бензин)","64 000 км","35 000 000 ₸","Алматы",2025-07-04T19:15:07+05:00,https://kolesa.kz/a/show/189977608
Toyota,Sienna,2020,"Минивэн","2.5 (гибрид)","153 000 км","25 000 000 ₸","Алматы",2025-07-06T00:50:03+05:00,https://kolesa.kz/a/show/169191343
BMW,X7,2021,"Кроссовер","3 (бензин)","129 000 км","45 000 000 ₸","Алматы",2025-07-06T02:06:20+05:00,https://kolesa.kz/a/show/175436660
Dodge,Ram,2021,"Пикап","5.7 (бензин)","89 000 км","39 000 000 ₸","Алматы",2025-07-02T23:59:59+05:00,https://kolesa.kz/a/show/191735919
BMW,M6,2012,"Купе","4.4 (бензин)","74 000 км","35 000 000 ₸","Алматы",2025-07-04T00:07:46+05:00,https://kolesa.kz/a/show/184372939
Jaguar,F-Pace,2019,"Кроссовер","5 (бензин)","85 000 км","40 000 000 ₸","Алматы",2025-07-06T18:34:18+05:00,https://kolesa.kz/a/show/191318441
Chevrolet,Colorado,2022,"Пикап","3.6 (бензин)","18 000 км","25 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/191973385
BMW,M5,2012,Седан,"4.4 (бензин)","100 000 км","25 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/186977183
Hyundai,Palisade,2025,"Кроссовер","2.5 (бензин)",,"39 000 000 ₸","Алматы",2025-07-03T18:17:37+05:00,https://kolesa.kz/a/show/193180517
Lexus,"LX 570",2018,"Внедорожник","5.7 (бензин)",,"45 000 000 ₸","Алматы",2025-07-06T11:51:08+05:00,https://kolesa.kz/a/show/168534493
Porsche,Cayenne,2020,"Кроссовер","3 (бензин)","45 000 км","50 000 000 ₸","Алматы",2025-07-06T12:58:18+05:00,https://kolesa.kz/a/show/176258858
"Land Rover","Range Rover Sport",2022,"Внедорожник","2 (бензин)","18 000 км","45 000 000 ₸","Алматы",2025-07-05T22:12:17+05:00,https://kolesa.kz/a/show/182300673
Toyota,"Land Cruiser",2021,"Внедорожник","3.5 (бензин)",,"50 000 000 ₸","Алматы",2025-07-06T22:34:09+05:00,https://kolesa.kz/a/show/190882571
Toyota,"Land Cruiser",2025,"Пикап","4 (бензин)",,"38 950 000 ₸","Алматы",2025-07-02T14:45:23+05:00,https://kolesa.kz/a/show/193076465
BMW,X7,2022,"Кроссовер","4.4 (бензин)","49 600 км","45 000 000 ₸","Алматы",2025-07-06T20:14:02+05:00,https://kolesa.kz/a/show/178162769
"Land Rover","Range Rover",2019,"Внедорожник","5 (бензин)","117 000 км","45 000 000 ₸","Алматы",2025-07-06T12:20:49+05:00,https://kolesa.kz/a/show/183827403
BMW,"X3 M",2023,"Кроссовер","3 (бензин)","7 777 км","49 999 999 ₸","Алматы",2025-07-06T18:09:02+05:00,https://kolesa.kz/a/show/193399578
BMW,X5,2021,"Кроссовер","3 (бензин)","80 000 км","39 990 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/192743435
Lexus,"GX 460",2021,"Внедорожник","4.6 (бензин)","70 000 км","35 000 000 ₸","Алматы",2025-07-04T21:03:46+05:00,https://kolesa.kz/a/show/183168370
Toyota,"Land Cruiser Prado",2015,"Внедорожник","4 (бензин)","105 000 км","25 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/188500412
Toyota,Tundra,2022,"Пикап","3.4 (бензин)","55 000 км","45 000 000 ₸","Алматы",2025-07-05T16:45:16+05:00,https://kolesa.kz/a/show/177740541
Toyota,"Land Cruiser",2021,"Внедорожник","4 (бензин)","38 000 км","45 000 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/191767633
Mercedes-Benz,"E 43 AMG",2018,Седан,"3 (бензин)","45 000 км","28 000 000 ₸","Алматы",2025-07-02T20:14:59+05:00,https://kolesa.kz/a/show/180394701
Mercedes-Benz,"GLE Coupe 450 AMG",2022,"Кроссовер","3 (бензин)","20 000 км","45 000 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/159842182
Mercedes-Benz,"V 250",2023,"Минивэн","2.2 (дизель)","30 000 км","35 000 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/192995584
BMW,X7,2020,"Кроссовер","3 (бензин)","90 000 км","35 000 000 ₸","Алматы",2025-07-04T17:09:02+05:00,https://kolesa.kz/a/show/176424442
